USER            PID   PPID     VSZ    RSS WCHAN            ADDR S NAME                       
root            147      2       0      0 0                   0 S [migt_thread]
root            148      2       0      0 0                   0 S [kauditd]
root            149      2       0      0 0                   0 S [kswapd0]
root            150      2       0      0 0                   0 S [ecryptfs-kthrea]
root            187      2       0      0 0                   0 S [irq/105-wled_ov]
root            188      2       0      0 0                   0 S [irq/107-wled_fl]
root            189      2       0      0 0                   0 S [irq/106-wled_pr]
root            190      2       0      0 0                   0 S [irq/424-arm-smm]
root            191      2       0      0 0                   0 S [irq/425-arm-smm]
root            192      2       0      0 0                   0 S [irq/426-arm-smm]
root            193      2       0      0 0                   0 S [irq/415-smp2p]
root            194      2       0      0 0                   0 S [irq/416-smp2p]
root            195      2       0      0 0                   0 S [irq/417-smp2p]
root            196      2       0      0 0                   0 S [irq/418-smp2p]
root            197      2       0      0 0                   0 S [irq/427-arm-smm]
root            198      2       0      0 0                   0 I [mem_share_svc]
root            199      2       0      0 0                   0 S [cdsprm-wq]
root            200      2       0      0 0                   0 I [cdsprm-wq-delay]
root            201      2       0      0 0                   0 S [irq/428-arm-smm]
root            202      2       0      0 0                   0 I [okl4vtty]
root            203      2       0      0 0                   0 S [hwrng]
root            205      2       0      0 0                   0 I [diag_real_time_]
root            206      2       0      0 0                   0 I [diag_wq]
root            208      2       0      0 0                   0 I [DIAG_USB_diag]
root            209      2       0      0 0                   0 I [diag_cntl_wq]
root            210      2       0      0 0                   0 I [diag_dci_wq]
root            211      2       0      0 0                   0 I [MODEM_CNTL]
root            212      2       0      0 0                   0 I [MODEM_DATA]
root            213      2       0      0 0                   0 I [MODEM_CMD]
root            214      2       0      0 0                   0 I [MODEM_DCI]
root            215      2       0      0 0                   0 I [MODEM_DCI_CMD]
root            216      2       0      0 0                   0 I [LPASS_CNTL]
root            217      2       0      0 0                   0 I [LPASS_DATA]
root            218      2       0      0 0                   0 I [LPASS_CMD]
root            219      2       0      0 0                   0 I [LPASS_DCI]
root            220      2       0      0 0                   0 I [LPASS_DCI_CMD]
root            221      2       0      0 0                   0 I [WCNSS_CNTL]
root            222      2       0      0 0                   0 I [WCNSS_DATA]
root            223      2       0      0 0                   0 I [WCNSS_CMD]
root            224      2       0      0 0                   0 I [WCNSS_DCI]
root            225      2       0      0 0                   0 I [WCNSS_DCI_CMD]
root            226      2       0      0 0                   0 I [SENSORS_CNTL]
root            227      2       0      0 0                   0 I [SENSORS_DATA]
root            228      2       0      0 0                   0 I [SENSORS_CMD]
root            229      2       0      0 0                   0 I [SENSORS_DCI]
root            230      2       0      0 0                   0 I [SENSORS_DCI_CMD]
root            231      2       0      0 0                   0 I [DIAG_CTRL]
root            232      2       0      0 0                   0 I [DIAG_DATA]
root            233      2       0      0 0                   0 I [DIAG_CMD]
root            234      2       0      0 0                   0 I [DIAG_DCI_DATA]
root            235      2       0      0 0                   0 I [DIAG_DCI_CMD]
root            236      2       0      0 0                   0 I [CDSP_CNTL]
root            237      2       0      0 0                   0 I [CDSP_DATA]
root            238      2       0      0 0                   0 I [CDSP_CMD]
root            239      2       0      0 0                   0 I [CDSP_DCI]
root            240      2       0      0 0                   0 I [CDSP_DCI_CMD]
root            241      2       0      0 0                   0 I [NPU_CNTL]
root            242      2       0      0 0                   0 I [NPU_DATA]
root            243      2       0      0 0                   0 I [NPU_CMD]
root            244      2       0      0 0                   0 I [NPU_DCI]
root            245      2       0      0 0                   0 I [NPU_DCI_CMD]
root            246      2       0      0 0                   0 I [DIAG_RPMSG_APPS]
root            247      2       0      0 0                   0 I [DIAG_RPMSG_APPS]
root            248      2       0      0 0                   0 I [DIAG_RPMSG_DIAG]
root            249      2       0      0 0                   0 I [DIAG_RPMSG_DIAG]
root            250      2       0      0 0                   0 I [DIAG_RPMSG_DIAG]
root            251      2       0      0 0                   0 I [DIAG_RPMSG_DIAG]
root            252      2       0      0 0                   0 I [DIAG_RPMSG_DIAG]
root            253      2       0      0 0                   0 I [DIAG_RPMSG_DIAG]
root            254      2       0      0 0                   0 I [DIAG_RPMSG_DIAG]
root            255      2       0      0 0                   0 I [DIAG_RPMSG_DIAG]
root            256      2       0      0 0                   0 I [kworker/u16:2]
root            257      2       0      0 0                   0 I [diag_mhi_MDM]
root            259      2       0      0 0                   0 I [DIAG_USB_diag_m]
root            261      2       0      0 0                   0 I [diag_mhi_MDM_DC]
root            262      2       0      0 0                   0 I [kworker/u16:5]
root            263      2       0      0 0                   0 I [diag_dci_MDM_DC]
root            266      2       0      0 0                   0 I [dp_mst_sim]
root            267      2       0      0 0                   0 I [kgsl-workqueue]
root            268      2       0      0 0                   0 I [kgsl-mementry]
root            269      2       0      0 0                   0 S [kgsl_worker_thr]
root            270      2       0      0 0                   0 S [irq/520-arm-smm]
root            271      2       0      0 0                   0 S [irq/521-arm-smm]
root            272      2       0      0 0                   0 S [irq/522-arm-smm]
root            273      2       0      0 0                   0 S [irq/523-arm-smm]
root            274      2       0      0 0                   0 I [kgsl-events]
root            275      2       0      0 0                   0 I [kgsl_devfreq_wq]
root            276      2       0      0 0                   0 S [qseecom-unreg-l]
root            277      2       0      0 0                   0 S [qseecom-unload-]
root            278      2       0      0 0                   0 I [memory_wq]
root            279      2       0      0 0                   0 S [kworker/u16:8]
root            280      2       0      0 0                   0 S [irq/429-arm-smm]
root            281      2       0      0 0                   0 S [irq/430-arm-smm]
root            282      2       0      0 0                   0 S [irq/431-arm-smm]
root            283      2       0      0 0                   0 I [qcrypto_seq_res]
root            284      2       0      0 0                   0 S [irq/432-arm-smm]
root            290      2       0      0 0                   0 I [kworker/2:1]
root            306      2       0      0 0                   0 S [scsi_eh_0]
root            307      2       0      0 0                   0 I [scsi_tmf_0]
root            308      2       0      0 0                   0 I [ufs_pm_qos_0]
root            309      2       0      0 0                   0 I [ufs_clk_gating_]
root            310      2       0      0 0                   0 I [ufs_clkscaling_]
root            312      2       0      0 0                   0 S [irq/433-arm-smm]
root            313      2       0      0 0                   0 S [spi0]
root            314      2       0      0 0                   0 I [bond0]
root            320      2       0      0 0                   0 I [uether]
root            321      2       0      0 0                   0 I [k_ipa_usb]
root            324      2       0      0 0                   0 I [kworker/6:2]
root            325      2       0      0 0                   0 S [irq/83-hap_play]
root            326      2       0      0 0                   0 S [irq/82-hap_sc_i]
root            328      2       0      0 0                   0 S [irq/55-i2c_pmic]
root            329      2       0      0 0                   0 I [akm09970_poll_w]
root            330      2       0      0 0                   0 S [irq/434-arm-smm]
root            334      2       0      0 0                   0 I [kworker/u16:13]
root            337      2       0      0 0                   0 S [irq/435-arm-smm]
root            338      2       0      0 0                   0 I [msm_vidc_worker]
root            339      2       0      0 0                   0 I [pm_workerq_venu]
root            340      2       0      0 0                   0 S [irq/436-arm-smm]
root            341      2       0      0 0                   0 S [irq/437-arm-smm]
root            342      2       0      0 0                   0 S [irq/438-arm-smm]
root            343      2       0      0 0                   0 S [irq/439-arm-smm]
root            344      2       0      0 0                   0 I [cam-cpas]
root            345      2       0      0 0                   0 I [qcom,cam_virtua]
root            346      2       0      0 0                   0 S [irq/440-arm-smm]
root            347      2       0      0 0                   0 I [qcom,cam170-cpa]
root            348      2       0      0 0                   0 S [irq/441-arm-smm]
root            349      2       0      0 0                   0 I [cam_cci_wq]
root            350      2       0      0 0                   0 I [cam_cci_wq]
root            351      2       0      0 0                   0 I [cam_cci_wq]
root            352      2       0      0 0                   0 I [cam_cci_wq]
root            353      2       0      0 0                   0 S [irq/442-arm-smm]
root            354      2       0      0 0                   0 S [irq/443-arm-smm]
root            355      2       0      0 0                   0 S [irq/444-arm-smm]
root            356      2       0      0 0                   0 S [irq/445-arm-smm]
root            357      2       0      0 0                   0 S [irq/554-soc-upd]
root            358      2       0      0 0                   0 S [irq/555-soc-rea]
root            359      2       0      0 0                   0 S [irq/556-bsoc-de]
root            360      2       0      0 0                   0 S [irq/557-msoc-de]
root            361      2       0      0 0                   0 S [irq/558-msoc-lo]
root            362      2       0      0 0                   0 S [irq/559-msoc-em]
root            363      2       0      0 0                   0 S [irq/560-msoc-hi]
root            364      2       0      0 0                   0 S [irq/561-msoc-fu]
root            365      2       0      0 0                   0 S [irq/562-vbatt-l]
root            366      2       0      0 0                   0 S [irq/563-vbatt-p]
root            367      2       0      0 0                   0 S [irq/564-esr-del]
root            368      2       0      0 0                   0 S [irq/565-batt-mi]
root            369      2       0      0 0                   0 S [irq/566-batt-id]
root            370      2       0      0 0                   0 S [irq/567-batt-te]
root            371      2       0      0 0                   0 S [irq/568-batt-te]
root            372      2       0      0 0                   0 S [irq/569-batt-te]
root            373      2       0      0 0                   0 S [irq/570-ima-rdy]
root            374      2       0      0 0                   0 S [irq/571-ima-xcp]
root            375      2       0      0 0                   0 S [irq/572-dma-xcp]
root            376      2       0      0 0                   0 S [irq/573-dma-gra]
root            377      2       0      0 0                   0 S [irq/574-mem-att]
root            379      2       0      0 0                   0 I [kworker/u17:1]
root            381      2       0      0 0                   0 S [irq/51-ptrain-d]
root            382      2       0      0 0                   0 S [irq/528-limits_]
root            383      2       0      0 0                   0 I [kworker/0:1H]
root            384      2       0      0 0                   0 S [irq/529-limits_]
root            385      2       0      0 0                   0 I [kworker/4:1H]
root            386      2       0      0 0                   0 S [irq/79-bcl-lvl0]
root            387      2       0      0 0                   0 S [irq/80-bcl-lvl1]
root            388      2       0      0 0                   0 S [irq/81-bcl-lvl2]
root            389      2       0      0 0                   0 S [irq/97-bcl-lvl0]
root            390      2       0      0 0                   0 S [irq/98-bcl-lvl1]
root            391      2       0      0 0                   0 S [irq/99-bcl-lvl2]
root            392      2       0      0 0                   0 I [dm_bufio_cache]
root            393      2       0      0 0                   0 S [irq/112-KRYO L3]
root            394      2       0      0 0                   0 S [irq/279-vendor:]
root            395      2       0      0 0                   0 S [irq/49-vendor:e]
root            397      2       0      0 0                   0 S [irq/446-arm-smm]
root            398      2       0      0 0                   0 I [uaudio_svc]
root            401      2       0      0 0                   0 I [ipv6_addrconf]
root            411      2       0      0 0                   0 S [irq/576-chgr-er]
root            412      2       0      0 0                   0 S [irq/577-chg-sta]
root            413      2       0      0 0                   0 S [irq/583-otg-fai]
root            414      2       0      0 0                   0 S [irq/586-high-du]
root            415      2       0      0 0                   0 S [irq/587-input-c]
root            416      2       0      0 0                   0 S [irq/589-switche]
root            418      2       0      0 0                   0 S [irq/590-bat-tem]
root            419      2       0      0 0                   0 S [irq/591-bat-ov]
root            420      2       0      0 0                   0 S [irq/592-bat-low]
root            421      2       0      0 0                   0 S [irq/593-bat-the]
root            422      2       0      0 0                   0 S [irq/594-bat-ter]
root            423      2       0      0 0                   0 I [kworker/6:8]
root            424      2       0      0 0                   0 S [irq/597-usbin-c]
root            426      2       0      0 0                   0 S [irq/598-usbin-v]
root            428      2       0      0 0                   0 S [irq/599-usbin-u]
root            429      2       0      0 0                   0 S [irq/600-usbin-o]
root            430      2       0      0 0                   0 S [irq/601-usbin-p]
root            431      2       0      0 0                   0 S [irq/603-usbin-s]
root            433      2       0      0 0                   0 S [irq/604-usbin-i]
root            434      2       0      0 0                   0 S [irq/606-dcin-uv]
root            435      2       0      0 0                   0 S [irq/607-dcin-ov]
root            436      2       0      0 0                   0 S [irq/608-dcin-pl]
root            437      2       0      0 0                   0 S [irq/610-dcin-po]
root            438      2       0      0 0                   0 S [irq/611-dcin-en]
root            439      2       0      0 0                   0 S [irq/612-typec-o]
root            440      2       0      0 0                   0 S [irq/614-typec-c]
root            441      2       0      0 0                   0 S [irq/615-typec-v]
root            442      2       0      0 0                   0 S [irq/617-typec-a]
root            443      2       0      0 0                   0 S [irq/618-typec-l]
root            444      2       0      0 0                   0 S [irq/620-wdog-sn]
root            445      2       0      0 0                   0 S [irq/621-wdog-ba]
root            446      2       0      0 0                   0 S [irq/623-aicl-do]
root            447      2       0      0 0                   0 S [irq/624-smb-en]
root            448      2       0      0 0                   0 S [irq/625-temp-ch]
root            449      2       0      0 0                   0 S [irq/58-qcom,tem]
root            450      2       0      0 0                   0 S [irq/50-qcom,tem]
root            451      2       0      0 0                   0 S [irq/303-goodix_]
root            452      2       0      0 0                   0 S [irq/84-qcom,tem]
root            453      2       0      0 0                   0 S [irq/63-thr-int-]
root            454      2       0      0 0                   0 S [irq/70-thr-int-]
root            456      2       0      0 0                   0 S [irq/100-thr-int]
root            457      2       0      0 0                   0 S [irq/447-arm-smm]
root            458      2       0      0 0                   0 I [etr_pcie]
root            465      2       0      0 0                   0 S [irq/71-sig-tx]
root            466      2       0      0 0                   0 S [irq/72-sig-rx]
root            467      2       0      0 0                   0 S [irq/513-pwr_eve]
root            468      2       0      0 0                   0 S [irq/512-dp_hs_p]
root            469      2       0      0 0                   0 S [irq/515-dm_hs_p]
root            470      2       0      0 0                   0 S [irq/514-ss_phy_]
root            471      2       0      0 0                   0 S [irq/448-arm-smm]
root            472      2       0      0 0                   0 I [usb_bam_wq]
root            473      2       0      0 0                   0 S [core_ctl/0]
root            474      2       0      0 0                   0 S [core_ctl/4]
root            475      2       0      0 0                   0 S [core_ctl/7]
root            476      2       0      0 0                   0 I [rq_stats]
root            477      2       0      0 0                   0 S [msm_perf:events]
root            478      2       0      0 0                   0 S [irq/449-arm-smm]
root            479      2       0      0 0                   0 S [irq/450-arm-smm]
root            480      2       0      0 0                   0 S [irq/451-arm-smm]
root            481      2       0      0 0                   0 S [irq/452-arm-smm]
root            482      2       0      0 0                   0 I [kworker/5:2]
root            483      2       0      0 0                   0 S [irq/453-arm-smm]
root            484      2       0      0 0                   0 S [irq/454-arm-smm]
root            485      2       0      0 0                   0 S [irq/455-arm-smm]
root            486      2       0      0 0                   0 S [irq/456-arm-smm]
root            487      2       0      0 0                   0 S [irq/457-arm-smm]
root            488      2       0      0 0                   0 S [irq/458-arm-smm]
root            489      2       0      0 0                   0 S [irq/459-arm-smm]
root            490      2       0      0 0                   0 S [irq/460-arm-smm]
root            491      2       0      0 0                   0 S [irq/461-arm-smm]
root            492      2       0      0 0                   0 S [irq/462-arm-smm]
root            493      2       0      0 0                   0 S [irq/463-arm-smm]
root            494      2       0      0 0                   0 I [drm_dp]
root            495      2       0      0 0                   0 S [irq/423-arm-smm]
root            496      2       0      0 0                   0 S [irq/464-arm-smm]
root            497      2       0      0 0                   0 S [irq/191-esd_err]
root            498      2       0      0 0                   0 S [crtc_commit:131]
root            499      2       0      0 0                   0 S [crtc_event:131]
root            500      2       0      0 0                   0 S [crtc_commit:186]
root            501      2       0      0 0                   0 S [crtc_event:186]
root            502      2       0      0 0                   0 S [crtc_commit:194]
root            503      2       0      0 0                   0 S [crtc_event:194]
root            504      2       0      0 0                   0 S [crtc_commit:202]
root            505      2       0      0 0                   0 S [crtc_event:202]
root            506      2       0      0 0                   0 S [crtc_commit:210]
root            507      2       0      0 0                   0 S [crtc_event:210]
root            508      2       0      0 0                   0 S [pp_event]
root            510      2       0      0 0                   0 S [rot_commitq_0_0]
root            511      2       0      0 0                   0 S [rot_commitq_0_1]
root            512      2       0      0 0                   0 S [rot_doneq_0_0]
root            513      2       0      0 0                   0 S [rot_doneq_0_1]
root            514      2       0      0 0                   0 S [rot_fenceq_0_0]
root            515      2       0      0 0                   0 S [rot_fenceq_0_1]
root            516      2       0      0 0                   0 S [rot_fenceq_0_2]
root            517      2       0      0 0                   0 S [rot_fenceq_0_3]
root            518      2       0      0 0                   0 S [rot_fenceq_0_4]
root            519      2       0      0 0                   0 S [rot_fenceq_0_5]
root            520      2       0      0 0                   0 S [rot_fenceq_0_6]
root            521      2       0      0 0                   0 S [rot_fenceq_0_7]
root            522      2       0      0 0                   0 S [rot_fenceq_0_8]
root            523      2       0      0 0                   0 S [rot_fenceq_0_9]
root            524      2       0      0 0                   0 S [rot_fenceq_0_10]
root            525      2       0      0 0                   0 S [rot_fenceq_0_11]
root            526      2       0      0 0                   0 S [rot_fenceq_0_12]
root            527      2       0      0 0                   0 S [rot_fenceq_0_13]
root            528      2       0      0 0                   0 S [rot_fenceq_0_14]
root            529      2       0      0 0                   0 S [rot_fenceq_0_15]
root            530      2       0      0 0                   0 I [sb-1]
root            531      2       0      0 0                   0 S [ngd_rx_thread1]
root            532      2       0      0 0                   0 S [ngd_notify_sl1]
root            533      2       0      0 0                   0 I [sb-3]
root            534      2       0      0 0                   0 S [ngd_rx_thread3]
root            535      2       0      0 0                   0 S [ngd_notify_sl3]
root            536      2       0      0 0                   0 S [irq/104-qpnp_fl]
root            537      2       0      0 0                   0 S [irq/103-qpnp_fl]
root            538      2       0      0 0                   0 S [irq/102-qpnp_fl]
root            539      2       0      0 0                   0 I [kdmflush]
root            540      2       0      0 0                   0 I [bioset]
root            541      2       0      0 0                   0 I [kverityd]
root            542      2       0      0 0                   0 I [bioset]
root            543      2       0      0 0                   0 I [bioset]
root            544      2       0      0 0                   0 I [bioset]
root            545      2       0      0 0                   0 I [kworker/6:1H]
root            546      2       0      0 0                   0 I [ext4-rsv-conver]
root            547      2       0      0 0                   0 I [kworker/1:1H]
root            548      2       0      0 0                   0 I [kdmflush]
root            549      2       0      0 0                   0 I [bioset]
root            550      2       0      0 0                   0 I [kverityd]
root            551      2       0      0 0                   0 I [bioset]
root            552      2       0      0 0                   0 I [bioset]
root            553      2       0      0 0                   0 I [bioset]
root            554      2       0      0 0                   0 I [ext4-rsv-conver]
root            555      2       0      0 0                   0 I [kworker/5:1H]
root            558      1 2136724   6684 0                   0 S init
root            561      1 2145400   7020 0                   0 S ueventd
root            575      2       0      0 0                   0 I [wdsp_glink_wq]
root            576      2       0      0 0                   0 I [apr_driver]
root            577      2       0      0 0                   0 I [kworker/3:2]
root            578      2       0      0 0                   0 I [kworker/3:3]
root            579      2       0      0 0                   0 I [kworker/0:2]
root            580      2       0      0 0                   0 S [irq/637-tfa98xx]
logd            587      1 2238368  10560 0                   0 S logd
lmkd            588      1 2161916   4308 0                   0 S lmkd
system          589      1 2135128   5184 0                   0 S servicemanager
system          590      1 2140276   6256 0                   0 S hwservicemanager
system          591      1 2134936   4260 0                   0 S vndservicemanager
root            592      2       0      0 0                   0 I [kworker/7:3]
system          602      1 2136796   5316 0                   0 S android.hardware.keymaster@4.0-service-qti
system          603      1 2325304   6292 0                   0 S qseecomd
system          604      1 2162884   4940 0                   0 S vendor.qti.hardware.qseecom@1.0-service
root            631      2       0      0 0                   0 I [kworker/4:2]
root            632      1 2220680   7984 0                   0 S vold
root            633      2       0      0 0                   0 S [jbd2/sda29-8]
root            634      2       0      0 0                   0 I [ext4-rsv-conver]
root            635      2       0      0 0                   0 S [jbd2/sde48-8]
root            636      2       0      0 0                   0 I [ext4-rsv-conver]
root            637      2       0      0 0                   0 S [jbd2/sda23-8]
root            638      2       0      0 0                   0 I [ext4-rsv-conver]
root            639      1 2198600   4916 0                   0 S mqsasd
root            640      2       0      0 0                   0 S [jbd2/sda30-8]
root            641      2       0      0 0                   0 I [ext4-rsv-conver]
system          650      1 2137620   4532 0                   0 S spdaemon
system          651      1 2144296   4564 0                   0 S sec_nvm
radio           657      1 2216824   6220 0                   0 S ipacm
system          658      1 2198248   5064 0                   0 S android.system.suspend@1.0-service
system          659      1 2134656   4632 0                   0 S android.hardware.atrace@1.0-service
system          660      1 2135472   5208 0                   0 S android.hardware.gatekeeper@1.0-service-qti
system          661      1 2134400   4696 0                   0 S vendor.qti.hardware.cryptfshw@1.0-service-qti
system          662      1 2179072   4868 0                   0 S sscrpcd
root            669      2       0      0 0                   0 S [jbd2/sda31-8]
root            670      2       0      0 0                   0 I [ext4-rsv-conver]
tombstoned      690      1 2131216   2332 0                   0 S tombstoned
system          692      1 2282864   4008 0                   0 S time_daemon
statsd          697      1 2320028   5156 0                   0 S statsd
root            698      1 2407932   9040 0                   0 S netd
root            699      1 5521388 174508 0                   0 S zygote64
root            700      1 1828972 153980 0                   0 S zygote
root            724      2       0      0 0                   0 I [kworker/u17:19]
root            731      2       0      0 0                   0 I [kworker/4:3]
root            743      2       0      0 0                   0 S [glink_cdsp]
root            745      2       0      0 0                   0 S [qrtr_rx]
root            758      2       0      0 0                   0 I [kworker/2:1H]
root            759      2       0      0 0                   0 I [kworker/3:1H]
root            769      2       0      0 0                   0 S [glink_adsp]
root            770      2       0      0 0                   0 S [qrtr_rx]
audioserver     789      1   61736  22328 0                   0 S android.hardware.audio.service
root            790      2       0      0 0                   0 S [irq/465-arm-smm]
root            791      2       0      0 0                   0 S [irq/466-arm-smm]
root            792      2       0      0 0                   0 S [irq/467-arm-smm]
system          793      1 2133888   4064 0                   0 S android.hidl.allocator@1.0-service
system          794      1 2135772   4708 0                   0 S qccsyshalservice
bluetooth       795      1 2140524   5760 0                   0 S android.hardware.bluetooth@1.0-service-qti
cameraserver    801      1 2913124  86928 0                   0 S android.hardware.camera.provider@2.4-service_64
media           802      1   14916   4352 0                   0 S android.hardware.cas@1.2-service
system          804      1 2162636   4768 0                   0 S android.hardware.configstore@1.1-service
media           806      1 2183448   6492 0                   0 S android.hardware.drm@1.3-service.clearkey
media           808      1 2186988   9208 0                   0 S android.hardware.drm@1.3-service.widevine
system          811      1 2134900   4616 0                   0 S android.hardware.dumpstate@1.1-service.xiaomi
gps             812      1 2400368  14124 0                   0 S android.hardware.gnss@2.1-service-qti
root            814      2       0      0 0                   0 I [ipa_interrupt_w]
root            816      2       0      0 0                   0 I [ipawq36]
system          817      1 2376032  28928 0                   0 S android.hardware.graphics.composer@2.4-service
root            818      2       0      0 0                   0 I [iparepwq36]
root            821      2       0      0 0                   0 I [ipawq33]
root            822      2       0      0 0                   0 I [iparepwq33]
root            824      2       0      0 0                   0 I [ipawq32]
root            825      2       0      0 0                   0 I [iparepwq32]
system          827      1 2135324   5040 0                   0 S android.hardware.health@2.1-service
root            828      2       0      0 0                   0 I [ipa_ut_dbgfs]
root            832      2       0      0 0                   0 I [clnt_req]
system          835      1 2135052   4736 0                   0 S android.hardware.lights-service.qti
system          837      1 2134932   4640 0                   0 S android.hardware.memtrack@1.0-service
system          842      1 2190696  15316 0                   0 S android.hardware.neuralnetworks@1.3-service-qti
system          843      1 2166060   5480 0                   0 S android.hardware.power-service
system          844      1 2517308   7612 0                   0 S android.hardware.sensors@1.0-service
system          847      1 2162396   4628 0                   0 S android.hardware.usb@1.0-service
wifi            849      1 2166592  13564 0                   0 S android.hardware.wifi@1.0-service
system          850      1 2303296   4272 0                   0 S vendor.xiaomi.hardware.motor@1.0-service
system          851      1 2137244   5396 0                   0 S vendor.display.color@1.0-service
system          856      1 2134812   5412 0                   0 S vendor.qti.esepowermanager@1.1-service
system          857      1 2134792   4632 0                   0 S vendor.qti.hardware.alarm@1.0-service
system          858      1 2181216   5136 0                   0 S vendor.qti.hardware.capabilityconfigstore@1.0-service
system          859      1 2202544   7476 0                   0 S vendor.qti.hardware.display.allocator-service
system          860      1 2173884   4680 0                   0 S dspservice
root            861      1 2173296   5472 0                   0 S vendor.qti.hardware.iop@2.0-service
